X_id,REC_ID,IMAGEURL,REFURL1,DIRECTION1,REFURL2,DIRECTION2,MAINROAD,CROSSROAD,OBJECTID,REFURL3,DIRECTION3,REFURL4,DIRECTION4,geometry
393,8635,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8635.jpg,None,None,None,None,EASTERN AVE,CHERRY ST / SUMACH ST,393,None,None,None,None,"c(-79.3585330000578, 43.6539060066813)"
394,8636,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8636.jpg,None,None,None,None,ST GEORGE ST,HARBORD ST / HOSKIN AVE,394,None,None,None,None,"c(-79.3984440024924, 43.6641090067466)"
395,8637,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8637.jpg,None,None,None,None,ST GEORGE ST,HARBORD ST / HOSKIN AVE,395,None,None,None,None,"c(-79.3984440024924, 43.6641090067466)"
396,8638,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8638.jpg,None,None,None,None,DUPONT ST,SPADINA RD,396,None,None,None,None,"c(-79.4071219955088, 43.6748570085423)"
397,8639,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8639.jpg,None,None,None,None,WARDEN AVE,HUNTINGWOOD DR,397,None,None,None,None,"c(-79.3109519999502, 43.7854770033652)"
398,8640,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8640.jpg,None,None,None,None,WARDEN AVE,HUNTINGWOOD DR,398,None,None,None,None,"c(-79.3109519999502, 43.7854770033652)"
399,8641,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8641.jpg,None,None,None,None,EGLINTON AVE W,JANE ST,399,None,None,None,None,"c(-79.4988230005401, 43.6844760039468)"
400,8642,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8642.jpg,None,None,None,None,EGLINTON AVE W,JANE ST,400,None,None,None,None,"c(-79.4988230005401, 43.6844760039468)"
401,8643,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8643.jpg,None,None,None,None,BRIMLEY RD,TRITON RD,401,None,None,None,None,"c(-79.2624299989102, 43.7733739998014)"
402,8644,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8644.jpg,None,None,None,None,VICTORIA PARK AVE,GORDON BAKER RD,402,None,None,None,None,"c(-79.339209005151, 43.8106600078298)"
403,8645,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8645.jpg,None,None,None,None,BURNHAMTHORPE RD,MILL RD,403,None,None,None,None,"c(-79.584367996003, 43.6392049999158)"
404,8646,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8646.jpg,None,None,None,None,EGLINTON AVE W,W R ALLEN RD N,404,None,None,None,None,"c(-79.4350329972478, 43.6989900051041)"
405,8647,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8647.jpg,None,None,None,None,BATHURST ST,ROBINSON ST / CARR ST,405,None,None,None,None,"c(-79.4046489955711, 43.6488310018909)"
406,8648,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8648.jpg,None,None,None,None,BATHURST ST,ROBINSON ST / CARR ST,406,None,None,None,None,"c(-79.4046489955711, 43.6488310018909)"
407,8649,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8649.jpg,None,None,None,None,BATHURST ST,ADELAIDE ST W,407,None,None,None,None,"c(-79.4032330021747, 43.6451920089788)"
408,8650,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8650.jpg,None,None,None,None,BATHURST ST,FORT YORK BLVD,408,None,None,None,None,"c(-79.4006489981111, 43.6388390081386)"
409,8651,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8651.jpg,None,None,None,None,KING ST E,RIVER ST / LOWER RIVER ST,409,None,None,None,None,"c(-79.356158001295, 43.6568679982353)"
410,8652,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8652.jpg,None,None,None,None,BAYVIEW AVE,POTTERY RD / PRIVATE ACCESS,410,None,None,None,None,"c(-79.365966995357, 43.6829140056818)"
411,8653,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8653.jpg,None,None,None,None,MOUNT PLEASANT RD,ROXBOROUGH DR,411,None,None,None,None,"c(-79.3824169997365, 43.6807349984565)"
412,8654,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8654.jpg,None,None,None,None,BATHURST ST,WELLINGTON ST W,412,None,None,None,None,"c(-79.4021959967804, 43.6426549992226)"
413,8655,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8655.jpg,None,None,None,None,ELLESMERE RD,BOROUGH APPROACH W,413,None,None,None,None,"c(-79.2581290047761, 43.7707610047888)"
414,8656,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8656.jpg,None,None,None,None,ELLESMERE RD,BOROUGH APPROACH W,414,None,None,None,None,"c(-79.2581290047761, 43.7707610047888)"
415,8888,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc8888.jpg,None,None,None,None,DON MILLS RD,EGLINTON AVE E,415,None,None,None,None,"c(-79.2581290047761, 43.7707610047888)"
416,9100,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9100.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100e.jpg,East,DON VALLEY PARKWAY,EASTERN AVE,416,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9100w.jpg,West,"c(-79.3524119952607, 43.6568470028083)"
417,9101,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9101.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101e.jpg,East,DON VALLEY PARKWAY,DUNDAS ST E,417,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9101w.jpg,West,"c(-79.3547479999587, 43.6618990027157)"
418,9102,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9102.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9102n.jpg,North,None,None,DON VALLEY PARKWAY,PRINCE EDWARD VIADUCT / DANFORTH AVE,418,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9102s.jpg,South,None,None,"c(-79.3589880056487, 43.6719379994654)"
419,9103,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9103.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9103n.jpg,North,None,None,DON VALLEY PARKWAY,PRINCE EDWARD VIADUCT / BLOOR ST E,419,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9103s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9103w.jpg,West,"c(-79.3627990035123, 43.6815390056529)"
420,9104,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9104.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9104n.jpg,North,None,None,DON VALLEY PARKWAY,BEECHWOOD CRES,420,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9104s.jpg,South,None,None,"c(-79.3573090027233, 43.6934500073592)"
421,9105,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9105.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9105n.jpg,North,None,None,DON VALLEY PARKWAY,MILLWOOD RD,421,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9105s.jpg,South,None,None,"c(-79.3495169988887, 43.698183000675)"
422,9106,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9106.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106e.jpg,East,DON VALLEY PARKWAY,DON MILLS RD,422,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9106w.jpg,West,"c(-79.33760500687, 43.7005990065432)"
423,9108,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9108.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9108n.jpg,North,None,None,DON VALLEY PARKWAY,SPANBRIDGE RD,423,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9108s.jpg,South,None,None,"c(-79.3313179946592, 43.7076860024448)"
424,9109,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9109.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109e.jpg,East,DON VALLEY PARKWAY,SPANBRIDGE RD,424,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9109w.jpg,West,"c(-79.3250279902538, 43.7126170083698)"
425,9110,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9110.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9110n.jpg,North,None,None,DON VALLEY PARKWAY,ST DENNIS DR,425,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9110s.jpg,South,None,None,"c(-79.3272860007317, 43.7180650056625)"
426,9111,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9111.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111e.jpg,East,DON VALLEY PARKWAY,EGLINTON AVE E,426,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9111w.jpg,West,"c(-79.3299969948379, 43.7235310002238)"
427,9112,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9112.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112e.jpg,East,DON VALLEY PARKWAY,WYNFORD DR,427,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9112w.jpg,West,"c(-79.3300139955125, 43.7269910035716)"
428,9113,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9113.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9113n.jpg,North,None,None,DON VALLEY PARKWAY,CONCORDE GT,428,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9113s.jpg,South,None,None,"c(-79.3305190031422, 43.7309400013097)"
429,9114,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9114.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114e.jpg,East,DON VALLEY PARKWAY,LAWRENCE AVE E,429,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9114w.jpg,West,"c(-79.3318240037522, 43.7396720012104)"
430,9115,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9115.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9115n.jpg,North,None,None,DON VALLEY PARKWAY,BROOKBANKS DR,430,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9115s.jpg,South,None,None,"c(-79.333251989374, 43.7492470071044)"
431,9116,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9116.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116e.jpg,East,DON VALLEY PARKWAY,YORK MILLS RD,431,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9116w.jpg,West,"c(-79.3353700007091, 43.7579560075967)"
432,9200,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9200.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9200e.jpg,East,DON VALLEY PARKWAY,FGG,432,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9200w.jpg,West,"c(-79.3492809942495, 43.6499680066663)"
433,9201,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9201.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9201e.jpg,East,F G GARDINER XY,CHERRY ST / PARLIAMENT ST,433,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9201w.jpg,West,"c(-79.359507000964, 43.6482170078453)"
434,9202,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9202.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9202e.jpg,East,F G GARDINER XY,JARVIS ST,434,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9202w.jpg,West,"c(-79.3700230063546, 43.6456270004132)"
435,9203,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9203.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9203e.jpg,East,F G GARDINER XY,YORK ST,435,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9203w.jpg,West,"c(-79.3789050076369, 43.642453005478)"
436,9204,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9204.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204e.jpg,East,F G GARDINER XY,REES ST,436,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9204w.jpg,West,"c(-79.3869740043732, 43.6394360048996)"
437,9205,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9205.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9205e.jpg,East,F G GARDINER XY,SPADINA AVE,437,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9205w.jpg,West,"c(-79.3943709985173, 43.6381470064883)"
438,9206,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9206.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206e.jpg,East,F G GARDINER XY,BATHURST ST,438,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9206w.jpg,West,"c(-79.4004800005971, 43.6378270070491)"
439,9207,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9207.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9207e.jpg,East,F G GARDINER XY,STRACHAN AVE,439,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9207w.jpg,West,"c(-79.4106699938205, 43.6373620052345)"
440,9208,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9208.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9208e.jpg,East,F G GARDINER XY,DUFFERIN ST,440,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9208w.jpg,West,"c(-79.4222449952726, 43.634504009513)"
441,9209,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9209.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9209e.jpg,East,F G GARDINER XY,DOWLING AVE,441,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9209w.jpg,West,"c(-79.4378829948916, 43.6341280019222)"
442,9210,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9210.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9210e.jpg,East,F G GARDINER XY,PARKSIDE DR,442,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9210w.jpg,West,"c(-79.4499439940186, 43.638305007358)"
443,9211,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9211.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9211e.jpg,East,F G GARDINER XY,ELLIS AVE,443,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9211w.jpg,West,"c(-79.4622069976607, 43.6379430029546)"
444,9212,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9212.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9212e.jpg,East,F G GARDINER XY,SOUTH KINGSWAY,444,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9212w.jpg,West,"c(-79.4695400027085, 43.6349740064415)"
445,9213,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9213.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9213e.jpg,East,F G GARDINER XY,PALACE PIER CRT,445,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9213w.jpg,West,"c(-79.4761250018304, 43.6310649990376)"
446,9214,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9214.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9214e.jpg,East,F G GARDINER XY,PARK LAWN RD,446,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9214w.jpg,West,"c(-79.4818560015722, 43.6273100042685)"
447,9215,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9215.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215e.jpg,East,F G GARDINER XY,GRAND AVE,447,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9215w.jpg,West,"c(-79.4933339927156, 43.6244640079195)"
448,9216,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9216.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216e.jpg,East,F G GARDINER XY,ROYAL YORK RD,448,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9216w.jpg,West,"c(-79.5006590044699, 43.6223820046123)"
449,9217,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9217.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217e.jpg,East,F G GARDINER XY,ISLINGTON AVE,449,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9217w.jpg,West,"c(-79.5125900033905, 43.6200109996325)"
450,9218,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9218.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218e.jpg,East,F G GARDINER XY,KIPLING AVE,450,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9218w.jpg,West,"c(-79.5254059917118, 43.6174170034754)"
451,9219,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9219.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9219e.jpg,East,F G GARDINER XY,WICKMAN RD,451,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9219w.jpg,West,"c(-79.53145298897, 43.6165489965847)"
452,9220,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9220.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9220e.jpg,East,F G GARDINER XY,GARDINER 427 C N RAMP,452,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9220w.jpg,West,"c(-79.5467099986076, 43.614837004391)"
453,9221,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9221.jpg,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9221e.jpg,East,F G GARDINER XY,DVP,453,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9221w.jpg,West,"c(-79.3494180048955, 43.6501000031467)"
454,9300,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9300.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300e.jpg,East,LAKE SHORE BLVD E,DON ROADWAY,454,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9300w.jpg,West,"c(-79.3469990049703, 43.6511200026458)"
455,9301,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9301.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301e.jpg,East,LAKE SHORE BLVD E,PARLIAMENT ST,455,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9301w.jpg,West,"c(-79.3614029956098, 43.6475870034718)"
456,9302,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9302.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302e.jpg,East,LAKE SHORE BLVD E,LOWER JARVIS ST,456,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9302w.jpg,West,"c(-79.3697740006252, 43.6456860000307)"
457,9303,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9303.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303e.jpg,East,LAKE SHORE BLVD,YONGE ST,457,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9303w.jpg,West,"c(-79.3757669981816, 43.6443900009306)"
458,9304,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9304.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304e.jpg,East,LAKE SHORE BLVD W,BAY ST,458,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9304w.jpg,West,"c(-79.377829004338, 43.6433340040817)"
459,9305,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9305.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305e.jpg,East,LAKE SHORE BLVD W,YORK ST,459,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9305w.jpg,West,"c(-79.3808609970771, 43.641037002254)"
460,9306,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9306.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306e.jpg,East,LAKE SHORE BLVD W,REES ST,460,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306s.jpg,South,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9306w.jpg,West,"c(-79.3870139972948, 43.6395040048354)"
461,9307,https://opendata.toronto.ca/transportation/tmc/rescucameraimages/CameraImages/loc9307.jpg,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307n.jpg,North,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307e.jpg,East,LAKE SHORE BLVD W,SPADINA AVE,461,None,None,http://opendata.toronto.ca/transportation/tmc/rescucameraimages/ComparisonImages/loc9307w.jpg,West,"c(-79.3921100025246, 43.6389169972833)"
